node_id,element,node_type,end,x_nm,y_nm,z_nm,coordinate_source,energy_minimized,MD_relaxed
A:LOWER:-5:7,B,ANNULUS_INTERIOR,LOWER,2.818479809108398,4.05976239439827,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:-1,N,ANNULUS_INNER_BOUNDARY,LOWER,3.8228816487267303,4.20473932460549,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:-3,N,ANNULUS_INTERIOR,LOWER,4.0739822504504914,4.204740307157572,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:-5,N,ANNULUS_INTERIOR,LOWER,4.325082852174251,4.204741289709656,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:-7,N,ANNULUS_OUTER_BOUNDARY,LOWER,4.576183453898012,4.204742272261738,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:1,N,ANNULUS_INNER_BOUNDARY,LOWER,3.57178104700297,4.204738342053408,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:3,N,ANNULUS_INTERIOR,LOWER,3.3206804452792094,4.204737359501325,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:5,N,ANNULUS_INTERIOR,LOWER,3.069579843555449,4.204736376949242,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-7:7,N,ANNULUS_OUTER_BOUNDARY,LOWER,2.8184792418316884,4.204735394397159,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-8:-2,B,ANNULUS_INTERIOR,LOWER,3.948431665950256,4.277226315880976,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-8:-4,B,ANNULUS_INTERIOR,LOWER,4.199532267674017,4.2772272984330595,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-8:-6,B,ANNULUS_INTERIOR,LOWER,4.450632869397777,4.277228280985142,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-8:0,B,ANNULUS_INTERIOR,LOWER,3.6973310642264954,4.277225333328894,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-8:2,B,ANNULUS_INTERIOR,LOWER,3.446230462502735,4.2772243507768115,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-8:4,B,ANNULUS_INTERIOR,LOWER,3.195129860778975,4.277223368224728,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:-8:6,B,ANNULUS_INTERIOR,LOWER,2.944029259055214,4.277222385672647,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:10:-2,B,ANNULUS_INTERIOR,LOWER,3.948436771440641,2.9724693158909647,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:10:-4,B,ANNULUS_INTERIOR,LOWER,4.199537373164402,2.972470298443047,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:10:-6,B,ANNULUS_OUTER_BOUNDARY,LOWER,4.450637974888162,2.9724712809951304,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:10:0,B,ANNULUS_INTERIOR,LOWER,3.6973361697168805,2.9724683333388824,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:10:2,B,ANNULUS_INTERIOR,LOWER,3.4462355679931203,2.9724673507867996,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:10:4,B,ANNULUS_INTERIOR,LOWER,3.1951349662693596,2.972466368234717,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:10:6,B,ANNULUS_OUTER_BOUNDARY,LOWER,2.944034364545599,2.972465385682635,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:11:-1,N,ANNULUS_INTERIOR,LOWER,3.8228867542171154,2.8999823246154786,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:11:-3,N,ANNULUS_INTERIOR,LOWER,4.073987355940876,2.899983307167561,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:11:-5,N,ANNULUS_INTERIOR,LOWER,4.325087957664636,2.8999842897196437,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:11:1,N,ANNULUS_INTERIOR,LOWER,3.571786152493355,2.899981342063396,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:11:3,N,ANNULUS_INTERIOR,LOWER,3.3206855507695945,2.8999803595113134,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:11:5,N,ANNULUS_INTERIOR,LOWER,3.0695849490458342,2.89997937695923,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:13:-1,B,ANNULUS_INTERIOR,LOWER,3.8228873214938246,2.7550093246165885,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:13:-3,B,ANNULUS_INTERIOR,LOWER,4.073987923217585,2.7550103071686713,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:13:-5,B,ANNULUS_OUTER_BOUNDARY,LOWER,4.3250885249413455,2.7550112897207537,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:13:1,B,ANNULUS_INTERIOR,LOWER,3.571786719770064,2.755008342064506,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:13:3,B,ANNULUS_INTERIOR,LOWER,3.3206861180463036,2.755007359512423,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:13:5,B,ANNULUS_OUTER_BOUNDARY,LOWER,3.0695855163225434,2.7550063769603406,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:14:-2,N,ANNULUS_OUTER_BOUNDARY,LOWER,3.9484379059940595,2.6825233158931847,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:14:-4,N,ANNULUS_OUTER_BOUNDARY,LOWER,4.19953850771782,2.6825242984452675,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:14:0,N,ANNULUS_OUTER_BOUNDARY,LOWER,3.697337304270299,2.6825223333411023,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:14:2,N,ANNULUS_OUTER_BOUNDARY,LOWER,3.4462367025465386,2.682521350789019,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:14:4,N,ANNULUS_OUTER_BOUNDARY,LOWER,3.1951361008227783,2.6825203682369367,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:1:-5,B,ANNULUS_INTERIOR,LOWER,4.325085121281089,3.6248492897140947,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:1:-7,B,ANNULUS_INTERIOR,LOWER,4.5761857230048495,3.624850272266177,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:1:-9,B,ANNULUS_OUTER_BOUNDARY,LOWER,4.82728632472861,3.62485125481826,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:1:5,B,ANNULUS_INTERIOR,LOWER,3.069582112662287,3.6248443769536816,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:1:7,B,ANNULUS_INTERIOR,LOWER,2.8184815109385264,3.624843394401599,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:1:9,B,ANNULUS_OUTER_BOUNDARY,LOWER,2.5673809092147657,3.6248424118495164,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:2:-4,N,ANNULUS_INNER_BOUNDARY,LOWER,4.1995351040575635,3.5523622984386085,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:2:-6,N,ANNULUS_INTERIOR,LOWER,4.450635705781324,3.552363280990691,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:2:-8,N,ANNULUS_INTERIOR,LOWER,4.701736307505085,3.5523642635427737,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:2:4,N,ANNULUS_INNER_BOUNDARY,LOWER,3.1951326971625216,3.5523583682302777,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:2:6,N,ANNULUS_INTERIOR,LOWER,2.9440320954387613,3.5523573856781954,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:2:8,N,ANNULUS_INTERIOR,LOWER,2.692931493715001,3.5523564031261126,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:4:-4,B,ANNULUS_INTERIOR,LOWER,4.1995356713342735,3.407389298439718,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:4:-6,B,ANNULUS_INTERIOR,LOWER,4.450636273058033,3.407390280991801,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:4:-8,B,ANNULUS_OUTER_BOUNDARY,LOWER,4.701736874781794,3.4073912635438837,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:4:4,B,ANNULUS_INTERIOR,LOWER,3.195133264439231,3.4073853682313877,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:4:6,B,ANNULUS_INTERIOR,LOWER,2.944032662715471,3.407384385679305,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:4:8,B,ANNULUS_OUTER_BOUNDARY,LOWER,2.6929320609917102,3.407383403127222,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:5:-3,N,ANNULUS_INNER_BOUNDARY,LOWER,4.073985654110747,3.334902307164232,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:5:-5,N,ANNULUS_INTERIOR,LOWER,4.325086255834508,3.3349032897163142,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:5:-7,N,ANNULUS_INTERIOR,LOWER,4.576186857558269,3.3349042722683966,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:5:3,N,ANNULUS_INNER_BOUNDARY,LOWER,3.320683848939466,3.334899359507984,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:5:5,N,ANNULUS_INTERIOR,LOWER,3.069583247215706,3.334898376955901,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:5:7,N,ANNULUS_INTERIOR,LOWER,2.818482645491945,3.3348973944038187,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:-1,B,ANNULUS_INNER_BOUNDARY,LOWER,3.8228856196636967,3.189928324613259,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:-3,B,ANNULUS_INTERIOR,LOWER,4.073986221387457,3.1899293071653414,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:-5,B,ANNULUS_INTERIOR,LOWER,4.325086823111217,3.189930289717424,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:-7,B,ANNULUS_OUTER_BOUNDARY,LOWER,4.576187424834978,3.189931272269507,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:1,B,ANNULUS_INNER_BOUNDARY,LOWER,3.571785017939936,3.1899273420611762,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:3,B,ANNULUS_INTERIOR,LOWER,3.3206844162161757,3.1899263595090934,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:5,B,ANNULUS_INTERIOR,LOWER,3.0695838144924155,3.189925376957011,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:7:7,B,ANNULUS_OUTER_BOUNDARY,LOWER,2.8184832127686548,3.1899243944049287,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:8:-2,N,ANNULUS_INTERIOR,LOWER,3.9484362041639316,3.117442315889855,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:8:-4,N,ANNULUS_INTERIOR,LOWER,4.199536805887692,3.117443298441938,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:8:-6,N,ANNULUS_INTERIOR,LOWER,4.4506374076114525,3.1174442809940204,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:8:0,N,ANNULUS_INTERIOR,LOWER,3.697335602440171,3.1174413333377724,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:8:2,N,ANNULUS_INTERIOR,LOWER,3.4462350007164106,3.1174403507856896,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:8:4,N,ANNULUS_INTERIOR,LOWER,3.19513439899265,3.1174393682336072,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:LOWER:8:6,N,ANNULUS_INTERIOR,LOWER,2.9440337972688897,3.117438385681525,1.7500976981276273,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-10:-2,B,ANNULUS_INTERIOR,UPPER,3.552363280990691,4.450635705781324,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-10:-4,B,ANNULUS_INTERIOR,UPPER,3.7698232722650675,4.57618515572814,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-10:-6,B,ANNULUS_OUTER_BOUNDARY,UPPER,3.987283263539444,4.7017346056749565,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-10:0,B,ANNULUS_INTERIOR,UPPER,3.3349032897163147,4.325086255834508,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-10:2,B,ANNULUS_INTERIOR,UPPER,3.1174432984419385,4.199536805887692,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-10:4,B,ANNULUS_INTERIOR,UPPER,2.8999833071675614,4.073987355940876,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-10:6,B,ANNULUS_OUTER_BOUNDARY,UPPER,2.682523315893185,3.9484379059940595,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-11:-1,N,ANNULUS_INTERIOR,UPPER,3.4073902809918013,4.450636273058033,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-11:-3,N,ANNULUS_INTERIOR,UPPER,3.6248502722661775,4.5761857230048495,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-11:-5,N,ANNULUS_INTERIOR,UPPER,3.842310263540554,4.701735172951666,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-11:1,N,ANNULUS_INTERIOR,UPPER,3.189930289717424,4.325086823111217,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-11:3,N,ANNULUS_INTERIOR,UPPER,2.972470298443048,4.199537373164401,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-11:5,N,ANNULUS_INTERIOR,UPPER,2.7550103071686713,4.073987923217585,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-13:-1,B,ANNULUS_INTERIOR,UPPER,3.3349042722683975,4.576186857558269,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-13:-3,B,ANNULUS_INTERIOR,UPPER,3.552364263542774,4.701736307505085,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-13:-5,B,ANNULUS_OUTER_BOUNDARY,UPPER,3.7698242548171503,4.827285757451901,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-13:1,B,ANNULUS_INTERIOR,UPPER,3.117444280994021,4.4506374076114525,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-13:3,B,ANNULUS_INTERIOR,UPPER,2.899984289719644,4.325087957664636,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-13:5,B,ANNULUS_OUTER_BOUNDARY,UPPER,2.682524298445268,4.19953850771782,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-14:-2,N,ANNULUS_OUTER_BOUNDARY,UPPER,3.4073912635438837,4.701736874781794,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-14:-4,N,ANNULUS_OUTER_BOUNDARY,UPPER,3.6248512548182603,4.82728632472861,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-14:0,N,ANNULUS_OUTER_BOUNDARY,UPPER,3.189931272269507,4.576187424834978,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-14:2,N,ANNULUS_OUTER_BOUNDARY,UPPER,2.972471280995131,4.450637974888162,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-14:4,N,ANNULUS_OUTER_BOUNDARY,UPPER,2.7550112897207546,4.3250885249413455,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-1:-5,B,ANNULUS_INTERIOR,UPPER,4.204740307157572,4.0739822504504914,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-1:-7,B,ANNULUS_INTERIOR,UPPER,4.4222002984319495,4.199531700397308,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
A:UPPER:-1:-9,B,ANNULUS_OUTER_BOUNDARY,UPPER,4.639660289706326,4.325081150344124,8.267902301872374,GATE3O_VALIDATED_HEAVY_COORDINATE,False,False
